-1.7978267670e+00	-1.9317964315e+00	-1.4071315527e+00	1.5768172219e-02	-1.3102426529e+00	-2.0575420856e+00	-1.1469359398e+00	-2.8883624077e+00	-2.4301528931e+00	-7.4123042822e-01	
-1.9755204916e+00	-1.7219104767e+00	-1.2509298325e+00	1.6622525454e-01	-1.2888414860e+00	-2.1477575302e+00	-1.2811014652e+00	-1.7951455116e+00	-2.5254061222e+00	-1.0543375015e+00	
-2.3783315718e-01	-3.1376153231e-01	-2.5771157742e+00	-5.2035999298e-01	-2.2668130398e+00	-2.5754761696e+00	-1.4104851484e+00	-1.3963215351e+00	-3.0523908138e-01	1.2668293715e-01	
1.6549772024e-01	-1.0186901093e+00	-9.0925967693e-01	-4.5122212172e-01	-2.3083083630e+00	-2.5095012188e+00	-8.3368480206e-01	-9.4409185648e-01	-9.6156185865e-01	1.5285125971e+00	
2.4157696962e-01	-1.3455629349e+00	-9.1362226009e-01	-7.3535901308e-01	-2.2084143162e+00	-2.4546928406e+00	-1.0434718132e+00	-1.0449278355e-01	-1.2767750025e-01	1.4246298075e+00	
1.6989976168e-01	-7.6422184706e-01	-2.2842524052e+00	-2.0337122679e-01	-2.3639919758e+00	-2.5295724869e+00	-1.3625628948e+00	-1.4149169922e+00	-8.0809712410e-01	-2.1323559284e+00	
-1.9950265884e+00	-1.9996960163e+00	-1.5534621477e+00	1.7328064144e-01	-1.1332855225e+00	-2.1032140255e+00	-8.0709809065e-01	-2.9634079933e+00	-2.2350821495e+00	-6.4353495836e-01	
1.4417856932e-01	-1.6380041838e-02	-1.7117588222e-01	-3.8583189249e-01	-2.2907202244e+00	-2.4598047733e+00	-1.0042858124e+00	-6.8818712234e-01	-4.0294164419e-01	-7.9536139965e-01	
8.3866238594e-02	-3.4905382991e-01	-2.5757942200e+00	-2.7297672629e-01	-2.1237859726e+00	-2.4686040878e+00	-9.9516010284e-01	-9.5815759897e-01	-9.8862415552e-01	-3.0598095059e-01	
-7.1141332388e-02	-3.3912974596e-01	2.8280109167e-02	-5.4686176777e-01	-2.3239915371e+00	-2.4854707718e+00	-1.1446251869e+00	-4.9906253815e-02	-1.0782551765e-01	-7.0134317875e-01	
4.4666707516e-02	-1.5047758818e-01	1.3918370008e-02	-7.1761018038e-01	-2.0947275162e+00	-2.5543143749e+00	-7.8435015678e-01	-1.3947221041e+00	-7.1234154701e-01	-9.3407809734e-01	
1.0768532753e-01	-4.3956789374e-01	-1.4680752158e-01	-6.7931330204e-01	-2.3364999294e+00	-2.5592482090e+00	-9.7437644005e-01	-9.6965765953e-01	-5.0308239460e-01	-7.1558493376e-01	
6.4833849669e-02	-1.2300528288e+00	-1.0502315760e+00	-1.4708793163e-01	-2.1346983910e+00	-2.5702111721e+00	-9.1000396013e-01	-7.5135749578e-01	-7.3567330837e-01	1.7179027796e+00	
-7.2089016438e-02	-1.0711095333e+00	-9.1665691137e-01	-5.7980322838e-01	-2.2791457176e+00	-2.5349769592e+00	-1.4063584805e+00	-2.8473031521e-01	-1.4391338825e-01	2.0322782993e+00	
-2.1111376286e+00	-1.7641978264e+00	-1.2871072292e+00	1.6949994490e-02	-1.1422612667e+00	-2.0920608044e+00	-9.5777916908e-01	-2.4454417229e+00	-2.9523413181e+00	-8.4582042694e-01	
2.4680286646e-02	-1.0849313736e+00	-9.7166585922e-01	-2.2923874855e-01	-2.3116855621e+00	-2.5275318623e+00	-1.0548758507e+00	-8.1086796522e-01	-9.7655695677e-01	1.6990965605e+00	
-1.2095603347e-01	-1.2576338053e+00	-1.1106529236e+00	-5.0405895710e-01	-2.3271799088e+00	-2.5414600372e+00	-8.7987434864e-01	-7.0671117306e-01	-9.6778774261e-01	2.0925815105e+00	
-2.9841816425e-01	-1.1927498579e+00	-9.0989899635e-01	-5.5538177490e-02	-2.1857333183e+00	-2.5205554962e+00	-1.2190159559e+00	-1.0918979645e+00	-5.5651247501e-01	1.8273540735e+00	
-7.8603029251e-02	-1.1496806145e-01	-1.0282997787e-01	-3.1448805332e-01	-2.2136783600e+00	-2.5624034405e+00	-1.3421709538e+00	-7.7018231153e-01	-1.2568908930e-01	-5.0314110518e-01	
-2.4891403317e-01	-8.6886698008e-01	-2.2778468132e+00	-5.9007161856e-01	-2.3532357216e+00	-2.4940004349e+00	-1.0264186859e+00	-7.7767401934e-01	-3.8581967354e-01	-2.0922045708e+00	
-1.3872012496e-01	-3.0987256765e-01	-2.9028959274e+00	-2.2106814384e-01	-2.3416969776e+00	-2.5822360516e+00	-1.3608574867e+00	-2.4549484253e-01	-4.0941500664e-01	3.3533048630e-01	
2.9442763329e-01	-1.9492070675e+00	4.9363046885e-02	-3.7461924553e-01	-2.2347621918e+00	-2.4900534153e+00	-1.3183593750e+00	-7.2770905495e-01	-4.9310690165e-01	8.2755470276e-01	
-1.0704807937e-01	-1.6426131725e+00	3.8761168718e-02	-2.5400310755e-01	-2.2332181931e+00	-2.5258617401e+00	-1.1011328697e+00	-1.1087498665e+00	-9.4628334045e-02	6.5141224861e-01	
8.0972194672e-02	-4.5795717835e-01	1.5271925926e-01	-3.3661484718e-02	-2.1204202175e+00	-2.4950885773e+00	-1.2153141499e+00	-7.8159153461e-01	-6.1847996712e-01	-7.4541538954e-01	
5.8080047369e-02	-1.2738049030e-02	-2.6559212208e+00	-1.7484170198e-01	-2.3222026825e+00	-2.5130159855e+00	-1.3250631094e+00	-1.0697760582e+00	-3.0086600780e-01	2.6121348143e-01	
1.1371025443e-01	-9.9258297682e-01	-2.4449164867e+00	-6.4456743002e-01	-2.2359147072e+00	-2.5656592846e+00	-1.1506066322e+00	-9.8959851265e-01	-2.9547601938e-01	-2.1285548210e+00	
-9.4397544861e-02	-9.1951245070e-01	-2.1417226791e+00	-2.9556548595e-01	-2.2636430264e+00	-2.5011510849e+00	-1.4540238380e+00	-6.3644695282e-01	-1.9295966625e-01	-1.3585194349e+00	
2.8994971514e-01	-3.1763494015e-01	-2.9297425747e+00	-4.4408488274e-01	-2.1137804985e+00	-2.5415835381e+00	-1.2625086308e+00	-5.4134821892e-01	-3.6469930410e-01	1.7533326149e-01	
3.2521623373e-01	-8.7291723490e-01	-2.3154976368e+00	-7.9261720181e-02	-2.0596866608e+00	-2.5364358425e+00	-1.3381040096e+00	-2.7178025246e-01	-1.2557011843e-01	-1.4406485558e+00	
-1.8147258759e+00	-1.5715239048e+00	-1.5701205730e+00	5.1319801807e-01	-1.3415161371e+00	-2.0900838375e+00	-1.4155899286e+00	-1.9478375912e+00	-2.9871113300e+00	-1.1990417242e+00	
2.7323788404e-01	-8.0125927925e-01	-2.4457604885e+00	-4.7322273254e-01	-2.0792636871e+00	-2.4839177132e+00	-1.3172695637e+00	-4.3260049820e-01	-9.4075506926e-01	-1.7210874557e+00	
6.8446338177e-02	-1.0443031788e+00	-1.0406838655e+00	-2.1006500721e-01	-2.2990798950e+00	-2.4958686829e+00	-1.1241145134e+00	-1.1997725964e+00	-2.1739912033e-01	2.0848598480e+00	
-1.9432224333e-01	-1.9046679139e-01	2.1653583646e-01	-4.7183299065e-01	-2.1652591228e+00	-2.5785150528e+00	-9.3890571594e-01	-1.2692668438e+00	-5.2087414265e-01	-7.5581353903e-01	
3.2651591301e-01	-2.4398386478e-01	-7.8694447875e-02	-7.1013212204e-02	-2.0914688110e+00	-2.5321428776e+00	-1.0473722219e+00	-1.5939140320e-01	-8.0189096928e-01	-4.3531751633e-01	
1.4783155918e-01	-1.2024044991e-02	-2.0111769438e-02	-3.9632961154e-01	-2.2306880951e+00	-2.5353291035e+00	-7.8646862507e-01	-1.7089843750e-01	-6.4452266693e-01	-6.3573110104e-01	
1.2936505675e-01	-7.5012040138e-01	-2.3186950684e+00	-7.0905256271e-01	-2.0870339870e+00	-2.4841265678e+00	-1.1024224758e+00	-7.1246361732e-01	-6.0354608297e-01	-1.8478471041e+00	
